#size	lineardiv	linear	nonlineardiv	nonlinear
0.0078125	68.94		63.48	64.61		53.15
0.015625	73.23		68.78	70.67		62.67
0.03125	76.08		71.76	73.83		68.07
0.0625	78.01		74.32	77.11		73.29
0.125	79.73		75.99	79.62		77.25
0.25	81.00		77.52	81.63		80.40
0.5	81.99		79.01	83.15		82.30
1	83.38		80.44	84.77		84.33
