#size	lineardiv	linear	nonlineardiv	nonlinear
0.0078125	66.50		66.56	68.64		69.25
0.015625	70.02		68.82	72.70		72.81
0.03125	73.89		70.38	75.45		75.26
0.0625	75.94		71.44	77.33		77.34
0.125	77.40		72.61	79.35		79.21
0.25	79.21		74.15	81.07		81.19
0.5	80.54		75.54	83.05		82.96
1	82.24		77.45	84.82		
