0.000873934	94.02085
0.0010287252741719745	97.07406
0.0010942555023208613	98.05606
0.0012107164273719234	81.025
0.001216700687529586	95.01714
0.0015887823805221825	98.06207
0.0018237161801600728	99.0177
0.002080820116028614	92.03108
0.002275721278749727	96.01107
0.002715190384078071	99.0813
0.0035001989250617927	87.05
0.0036013251834588447	96.0576
0.0037210232837245043	99.0778
0.003723950928241292	86.07435
0.004050802448016383	98.0824
0.004215150351441154	95.01558
0.004348222757274694	99.06195
0.004658501487604534	90.0147
0.004701087752778245	92.00195
0.006008171404068389	95.08298
0.007821582791413866	99.06754
0.008394769158196187	94.03459
0.012630374329917628	93.03187
0.012949113565987611	82.01897
0.017663266093635926	91.09641
0.018639693576990395	88.0538
0.019633428985197418	91.05091
0.028583354347028484	86.07755
0.029771217091212093	90.04043
0.03604906711574756	92.01431
0.04216518735067723	83.04456
0.042471274519474224	93.09796
0.043722874793181904	92.08141
0.047228593682354644	95.03756
0.05140550409550384	92.02053
0.05776663077486264	99.01409
0.06588925796412168	80.09851
0.0713957703868267	99.06267
0.0840620502776903	93.06954
0.2433199922163347	94.06055
